sample_1	sample_2	Type	sample_1_reads	sample_2_reads	sample_1_2_reads	sample_2_1_reads	rate
TW064_NA_SG	TW066_HE5_TW1	TW_SG	7899827	7583713	611	1534	0.000138515
TW064_NA_SG	TW023_NA_SG	SG	7899827	14005960	1784	2112	0.0001778209
TW064_NA_SG	TW036_HE5_TW1	TW_SG	7899827	6448197	5039	2780	0.0005446562
TW064_NA_SG	TW021_NA_SG	SG	7899827	7682907	1308	1951	0.000209098
TW064_NA_SG	TW031_HE6_TW1	TW_SG	7899827	7870204	490	1086	9.99264e-05
TW064_NA_SG	TW042_NA_SG	SG	7899827	6685121	1504	2357	0.0002646549
TW064_NA_SG	TW041_HE4_TW1	TW_SG	7899827	12027986	2307	1356	0.0001837796
TW064_NA_SG	TW032_NA_SG	SG	7899827	8168903	1597	1917	0.0002186377
TW064_NA_SG	TW024_HE4_TW1	TW_SG	7899827	4999574	574	1214	0.0001385918
TW064_NA_SG	TW059_NA_SG	SG	7899827	9285893	927	1690	0.0001522544
TW064_NA_SG	TW053_HE5_TW1	TW_SG	7899827	8630134	1476	5581	0.0004267395
TW064_NA_SG	TW045_NA_SG	SG	7899827	7133260	1055	1334	0.0001588908
TW064_NA_SG	TW058_LE3_TW1	TW_SG	7899827	5963756	3269	1090	0.000314322
TW064_NA_SG	TW029_NA_SG	SG	7899827	7697331	770	1292	0.000132186
TW064_NA_SG	TW061_NA_SG	SG	7899827	8590347	1036	1208	0.0001360625
TW064_NA_SG	TW016_NA_TW1	TW_SG	7899827	10190759	672	1267	0.0001071713
TW064_NA_SG	TW052_HE4_TW1	TW_SG	7899827	12173455	2443	1745	0.000208592
TW064_NA_SG	TW051_NA_SG	SG	7899827	9668794	1047	1710	0.0001569028
TW064_NA_SG	TW011_LE1_TW1	TW_SG	7899827	4919761	334	777	8.66567e-05
TW064_NA_SG	TW006_NA_SG	SG	7899827	44135255	4579	7719	0.0002362847
TW064_NA_SG	TW063_NA_SG	SG	7899827	6783887	777	1227	0.0001364591
TW064_NA_SG	TW048_NA_TW1	TW_SG	7899827	4935903	306	661	7.53309e-05
TW064_NA_SG	TW003_NA_SG	SG	7899827	7329539	784	1337	0.000139251
TW064_NA_SG	TW072_NA_TW1	TW_SG	7899827	5628754	390	894	9.49011e-05
TW064_NA_SG	TW040_LE2_TW1	TW_SG	7899827	11420717	852	1722	0.0001332083
TW064_NA_SG	TW034_NA_SG	SG	7899827	8946256	1843	1990	0.0002274788
TW064_NA_SG	TW046_NA_SG	SG	7899827	17146070	1167	2848	0.00016028
TW064_NA_SG	TW013_NA_SG	SG	7899827	13906382	1013	2181	0.0001464505
TW064_NA_SG	TW044_NA_TW1	TW_SG	7899827	9026463	850	2114	0.0001750815
TW064_NA_SG	TW068_NA_SG	SG	7899827	37914848	6787	7685	0.0003157815
TW064_NA_SG	TW001_NA_TW1	TW_SG	7899827	28457319	3371	4589	0.0002188911
TW064_NA_SG	TW015_HE4_TW1	TW_SG	7899827	9784335	727	1711	0.0001378444
TW064_NA_SG	TW050_NA_SG	SG	7899827	17162729	1249	2920	0.0001663161
TW064_NA_SG	TW054_LE3_TW1	TW_SG	7899827	12029117	696	1631	0.0001167512
TW064_NA_SG	TW069_NA_SG	SG	7899827	8649838	1417	1846	0.0001971252
TW022_NA_SG	TW026_NA_TW1	TW_SG	15572830	8644611	528	1575	8.68307e-05
TW022_NA_SG	TW062_NA_SG	SG	15572830	5774061	1854	1843	0.0001731568
TW022_NA_SG	TW066_HE5_TW1	TW_SG	15572830	7583713	386	465	3.67485e-05
TW022_NA_SG	TW023_NA_SG	SG	15572830	14005960	1637	1187	9.54647e-05
TW022_NA_SG	TW036_HE5_TW1	TW_SG	15572830	6448197	400	384	3.5601e-05
TW022_NA_SG	TW021_NA_SG	SG	15572830	7682907	1629	1786	0.0001468239
TW022_NA_SG	TW031_HE6_TW1	TW_SG	15572830	7870204	545	983	6.5175e-05
TW022_NA_SG	TW042_NA_SG	SG	15572830	6685121	1547	1368	0.0001309472
TW022_NA_SG	TW041_HE4_TW1	TW_SG	15572830	12027986	872	705	5.71327e-05
TW022_NA_SG	TW032_NA_SG	SG	15572830	8168903	1339	999	9.84666e-05
TW022_NA_SG	TW024_HE4_TW1	TW_SG	15572830	4999574	252	276	2.56647e-05
TW022_NA_SG	TW059_NA_SG	SG	15572830	9285893	835	2740	0.000143792
TW022_NA_SG	TW053_HE5_TW1	TW_SG	15572830	8630134	473	486	3.96216e-05
TW022_NA_SG	TW045_NA_SG	SG	15572830	7133260	1074	930	8.82504e-05
TW022_NA_SG	TW058_LE3_TW1	TW_SG	15572830	5963756	386	295	3.16196e-05
TW022_NA_SG	TW029_NA_SG	SG	15572830	7697331	995	1067	8.86034e-05
TW022_NA_SG	TW061_NA_SG	SG	15572830	8590347	3760	7274	0.0004564368
TW022_NA_SG	TW016_NA_TW1	TW_SG	15572830	10190759	386	380	2.97309e-05
TW022_NA_SG	TW052_HE4_TW1	TW_SG	15572830	12173455	524	1079	5.77701e-05
TW022_NA_SG	TW051_NA_SG	SG	15572830	9668794	1003	1141	8.49318e-05
TW022_NA_SG	TW011_LE1_TW1	TW_SG	15572830	4919761	176	343	2.53255e-05
TW022_NA_SG	TW006_NA_SG	SG	15572830	44135255	7134	6079	0.0002212443
TW022_NA_SG	TW063_NA_SG	SG	15572830	6783887	7450	23326	0.0013746961
TW022_NA_SG	TW048_NA_TW1	TW_SG	15572830	4935903	229	1701	9.40973e-05
TW022_NA_SG	TW003_NA_SG	SG	15572830	7329539	1963	1060	0.0001319776
TW022_NA_SG	TW072_NA_TW1	TW_SG	15572830	5628754	577	795	6.47079e-05
TW022_NA_SG	TW040_LE2_TW1	TW_SG	15572830	11420717	514	634	4.25268e-05
TW022_NA_SG	TW034_NA_SG	SG	15572830	8946256	2148	1669	0.0001556504
TW022_NA_SG	TW046_NA_SG	SG	15572830	17146070	908	1372	6.96796e-05
TW022_NA_SG	TW013_NA_SG	SG	15572830	13906382	551	834	4.698e-05
TW022_NA_SG	TW044_NA_TW1	TW_SG	15572830	9026463	504	741	5.06086e-05
TW022_NA_SG	TW068_NA_SG	SG	15572830	37914848	9944	8855	0.0003513406
TW022_NA_SG	TW001_NA_TW1	TW_SG	15572830	28457319	1354	1309	6.04776e-05
TW022_NA_SG	TW015_HE4_TW1	TW_SG	15572830	9784335	545	418	3.79759e-05
TW022_NA_SG	TW050_NA_SG	SG	15572830	17162729	876	1733	7.96929e-05
TW022_NA_SG	TW054_LE3_TW1	TW_SG	15572830	12029117	779	1436	8.02415e-05
TW022_NA_SG	TW069_NA_SG	SG	15572830	8649838	1984	1238	0.0001329982
TW026_NA_TW1	TW062_NA_SG	TW_SG	8644611	5774061	1252	3635	0.0003388206
TW026_NA_TW1	TW066_HE5_TW1	TW	8644611	7583713	328	216	3.35205e-05
TW026_NA_TW1	TW023_NA_SG	TW_SG	8644611	14005960	1197	784	8.74515e-05
TW026_NA_TW1	TW036_HE5_TW1	TW	8644611	6448197	502	458	6.36024e-05
TW026_NA_TW1	TW021_NA_SG	TW_SG	8644611	7682907	1170	1119	0.0001401731
TW026_NA_TW1	TW031_HE6_TW1	TW	8644611	7870204	2077	546	0.0001588018
TW026_NA_TW1	TW042_NA_SG	TW_SG	8644611	6685121	1167	783	0.0001271876
TW026_NA_TW1	TW041_HE4_TW1	TW	8644611	12027986	275	344	2.99421e-05
TW026_NA_TW1	TW032_NA_SG	TW_SG	8644611	8168903	775	515	7.67181e-05
TW026_NA_TW1	TW024_HE4_TW1	TW	8644611	4999574	162	162	2.37458e-05
TW026_NA_TW1	TW059_NA_SG	TW_SG	8644611	9285893	722	507	6.85377e-05
TW026_NA_TW1	TW053_HE5_TW1	TW	8644611	8630134	237	321	3.23004e-05
TW026_NA_TW1	TW045_NA_SG	TW_SG	8644611	7133260	560	541	6.97764e-05
TW026_NA_TW1	TW058_LE3_TW1	TW	8644611	5963756	255	175	2.94343e-05
TW026_NA_TW1	TW029_NA_SG	TW_SG	8644611	7697331	1816	584	0.0001468398
TW026_NA_TW1	TW061_NA_SG	TW_SG	8644611	8590347	6195	473	0.0003867384
TW026_NA_TW1	TW016_NA_TW1	TW	8644611	10190759	236	206	2.34659e-05
TW026_NA_TW1	TW052_HE4_TW1	TW	8644611	12173455	328	280	2.92045e-05
TW026_NA_TW1	TW051_NA_SG	TW_SG	8644611	9668794	650	597	6.80875e-05
TW026_NA_TW1	TW011_LE1_TW1	TW	8644611	4919761	166	123	2.13053e-05
TW026_NA_TW1	TW006_NA_SG	TW_SG	8644611	44135255	4006	2830	0.0001295023
TW026_NA_TW1	TW063_NA_SG	TW_SG	8644611	6783887	1215	691	0.0001235223
TW026_NA_TW1	TW048_NA_TW1	TW	8644611	4935903	127	113	1.7672e-05
TW026_NA_TW1	TW003_NA_SG	TW_SG	8644611	7329539	774	660	8.97619e-05
TW026_NA_TW1	TW072_NA_TW1	TW	8644611	5628754	258	189	3.1316e-05
TW026_NA_TW1	TW040_LE2_TW1	TW	8644611	11420717	1770	709	0.0001235311
TW026_NA_TW1	TW034_NA_SG	TW_SG	8644611	8946256	1376	603	0.0001124889
TW026_NA_TW1	TW046_NA_SG	TW_SG	8644611	17146070	418	457	3.39258e-05
TW026_NA_TW1	TW013_NA_SG	TW_SG	8644611	13906382	504	516	4.52287e-05
TW026_NA_TW1	TW044_NA_TW1	TW	8644611	9026463	1631	579	0.0001250475
TW026_NA_TW1	TW068_NA_SG	TW_SG	8644611	37914848	6483	2953	0.0002026245
TW026_NA_TW1	TW001_NA_TW1	TW	8644611	28457319	1378	676	5.53579e-05
TW026_NA_TW1	TW015_HE4_TW1	TW	8644611	9784335	669	436	5.99564e-05
TW026_NA_TW1	TW050_NA_SG	TW_SG	8644611	17162729	794	477	4.92471e-05
TW026_NA_TW1	TW054_LE3_TW1	TW	8644611	12029117	1815	437	0.0001089186
TW026_NA_TW1	TW069_NA_SG	TW_SG	8644611	8649838	1338	934	0.0001313543
TW062_NA_SG	TW066_HE5_TW1	TW_SG	5774061	7583713	1214	653	0.0001397492
TW062_NA_SG	TW023_NA_SG	SG	5774061	14005960	3964	2430	0.000323151
TW062_NA_SG	TW036_HE5_TW1	TW_SG	5774061	6448197	1285	809	0.0001712974
TW062_NA_SG	TW021_NA_SG	SG	5774061	7682907	2490	2163	0.0003456493
TW062_NA_SG	TW031_HE6_TW1	TW_SG	5774061	7870204	1773	1462	0.0002370397
TW062_NA_SG	TW042_NA_SG	SG	5774061	6685121	4106	2487	0.000528888
TW062_NA_SG	TW041_HE4_TW1	TW_SG	5774061	12027986	1890	1747	0.0002042606
TW062_NA_SG	TW032_NA_SG	SG	5774061	8168903	2145	1388	0.0002533252
TW062_NA_SG	TW024_HE4_TW1	TW_SG	5774061	4999574	1352	803	0.0001999853
TW062_NA_SG	TW059_NA_SG	SG	5774061	9285893	2876	2211	0.0003376691
TW062_NA_SG	TW053_HE5_TW1	TW_SG	5774061	8630134	1909	2046	0.0002744974
TW062_NA_SG	TW045_NA_SG	SG	5774061	7133260	1788	1228	0.0002336112
TW062_NA_SG	TW058_LE3_TW1	TW_SG	5774061	5963756	2809	1936	0.0004040855
TW062_NA_SG	TW029_NA_SG	SG	5774061	7697331	1776	1557	0.0002473519
TW062_NA_SG	TW061_NA_SG	SG	5774061	8590347	2232	1533	0.0002620374
TW062_NA_SG	TW016_NA_TW1	TW_SG	5774061	10190759	2112	1951	0.0002544323
TW062_NA_SG	TW052_HE4_TW1	TW_SG	5774061	12173455	2307	1560	0.0002154151
TW062_NA_SG	TW051_NA_SG	SG	5774061	9668794	6159	6600	0.0008255252
TW062_NA_SG	TW011_LE1_TW1	TW_SG	5774061	4919761	6538	986	0.0007030891
TW062_NA_SG	TW006_NA_SG	SG	5774061	44135255	12400	7170	0.0003919574
TW062_NA_SG	TW063_NA_SG	SG	5774061	6783887	1449	1363	0.0002238718
TW062_NA_SG	TW048_NA_TW1	TW_SG	5774061	4935903	1059	641	0.0001587055
TW062_NA_SG	TW003_NA_SG	SG	5774061	7329539	1244	1351	0.0001979979
TW062_NA_SG	TW072_NA_TW1	TW_SG	5774061	5628754	999	810	0.0001586198
TW062_NA_SG	TW040_LE2_TW1	TW_SG	5774061	11420717	2328	2166	0.0002612901
TW062_NA_SG	TW034_NA_SG	SG	5774061	8946256	4197	2899	0.0004818225
TW062_NA_SG	TW046_NA_SG	SG	5774061	17146070	3102	3434	0.0002850828
TW062_NA_SG	TW013_NA_SG	SG	5774061	13906382	2729	1882	0.0002342386
TW062_NA_SG	TW044_NA_TW1	TW_SG	5774061	9026463	3625	2388	0.0004061044
TW062_NA_SG	TW068_NA_SG	SG	5774061	37914848	12515	10598	0.0005287561
TW062_NA_SG	TW001_NA_TW1	TW_SG	5774061	28457319	8857	5482	0.0004187092
TW062_NA_SG	TW015_HE4_TW1	TW_SG	5774061	9784335	1664	1283	0.0001893795
TW062_NA_SG	TW050_NA_SG	SG	5774061	17162729	5471	4276	0.0004247699
TW062_NA_SG	TW054_LE3_TW1	TW_SG	5774061	12029117	2624	2531	0.0002894712
TW062_NA_SG	TW069_NA_SG	SG	5774061	8649838	3482	1896	0.0003727144
TW066_HE5_TW1	TW023_NA_SG	TW_SG	7583713	14005960	643	507	5.32633e-05
TW066_HE5_TW1	TW036_HE5_TW1	HE	7583713	6448197	51441	49660	0.0071535357
TW066_HE5_TW1	TW021_NA_SG	TW_SG	7583713	7682907	645	885	0.0001002086
TW066_HE5_TW1	TW031_HE6_TW1	TW	7583713	7870204	273	626	5.81695e-05
TW066_HE5_TW1	TW042_NA_SG	TW_SG	7583713	6685121	903	645	0.0001084764
TW066_HE5_TW1	TW041_HE4_TW1	TW	7583713	12027986	344	352	3.54877e-05
TW066_HE5_TW1	TW032_NA_SG	TW_SG	7583713	8168903	2301	61281	0.0040200558
TW066_HE5_TW1	TW024_HE4_TW1	TW	7583713	4999574	121	121	1.92314e-05
TW066_HE5_TW1	TW059_NA_SG	TW_SG	7583713	9285893	358	351	4.20264e-05
TW066_HE5_TW1	TW053_HE5_TW1	HE	7583713	8630134	48907	43290	0.0056541611
TW066_HE5_TW1	TW045_NA_SG	TW_SG	7583713	7133260	1626	479	0.0001430116
TW066_HE5_TW1	TW058_LE3_TW1	TW	7583713	5963756	171	197	2.7163e-05
TW066_HE5_TW1	TW029_NA_SG	TW_SG	7583713	7697331	455	444	5.88275e-05
TW066_HE5_TW1	TW061_NA_SG	TW_SG	7583713	8590347	534	377	5.63215e-05
TW066_HE5_TW1	TW016_NA_TW1	TW	7583713	10190759	1391	265	9.31586e-05
TW066_HE5_TW1	TW052_HE4_TW1	TW	7583713	12173455	225	235	2.32821e-05
TW066_HE5_TW1	TW051_NA_SG	TW_SG	7583713	9668794	591	975	9.07611e-05
TW066_HE5_TW1	TW011_LE1_TW1	TW	7583713	4919761	86	96	1.45557e-05
TW066_HE5_TW1	TW006_NA_SG	TW_SG	7583713	44135255	19208	3128	0.000431686
TW066_HE5_TW1	TW063_NA_SG	TW_SG	7583713	6783887	462	665	7.84342e-05
TW066_HE5_TW1	TW048_NA_TW1	TW	7583713	4935903	77	119	1.56551e-05
TW066_HE5_TW1	TW003_NA_SG	TW_SG	7583713	7329539	1324	1255	0.0001729035
TW066_HE5_TW1	TW072_NA_TW1	TW	7583713	5628754	160	120	2.11916e-05
TW066_HE5_TW1	TW040_LE2_TW1	TW	7583713	11420717	264	318	3.06235e-05
TW066_HE5_TW1	TW034_NA_SG	TW_SG	7583713	8946256	879	966	0.0001116029
TW066_HE5_TW1	TW046_NA_SG	TW_SG	7583713	17146070	860	5832	0.0002705316
TW066_HE5_TW1	TW013_NA_SG	TW_SG	7583713	13906382	1013	627	7.63084e-05
TW066_HE5_TW1	TW044_NA_TW1	TW	7583713	9026463	212	399	3.67833e-05
TW066_HE5_TW1	TW068_NA_SG	TW_SG	7583713	37914848	3710	2740	0.0001417426
TW066_HE5_TW1	TW001_NA_TW1	TW	7583713	28457319	480	473	2.64413e-05
TW066_HE5_TW1	TW015_HE4_TW1	TW	7583713	9784335	224	192	2.39514e-05
TW066_HE5_TW1	TW050_NA_SG	TW_SG	7583713	17162729	327	389	2.89326e-05
TW066_HE5_TW1	TW054_LE3_TW1	TW	7583713	12029117	278	286	2.87558e-05
TW066_HE5_TW1	TW069_NA_SG	TW_SG	7583713	8649838	923	711	0.0001006456
TW023_NA_SG	TW036_HE5_TW1	TW_SG	14005960	6448197	799	3102	0.0001906828
TW023_NA_SG	TW021_NA_SG	SG	14005960	7682907	2371	3348	0.0002636141
TW023_NA_SG	TW031_HE6_TW1	TW_SG	14005960	7870204	1024	1264	0.0001045777
TW023_NA_SG	TW042_NA_SG	SG	14005960	6685121	2183	2091	0.0002065197
TW023_NA_SG	TW041_HE4_TW1	TW_SG	14005960	12027986	1731	1397	0.0001201363
TW023_NA_SG	TW032_NA_SG	SG	14005960	8168903	1175	1388	0.0001155679
TW023_NA_SG	TW024_HE4_TW1	TW_SG	14005960	4999574	568	574	6.00841e-05
TW023_NA_SG	TW059_NA_SG	SG	14005960	9285893	2392	7847	0.0004394026
TW023_NA_SG	TW053_HE5_TW1	TW_SG	14005960	8630134	1176	1646	0.0001246526
TW023_NA_SG	TW045_NA_SG	SG	14005960	7133260	1670	1757	0.0001620894
TW023_NA_SG	TW058_LE3_TW1	TW_SG	14005960	5963756	697	899	7.99146e-05
TW023_NA_SG	TW029_NA_SG	SG	14005960	7697331	1151	1617	0.0001275219
TW023_NA_SG	TW061_NA_SG	SG	14005960	8590347	1999	1683	0.0001629204
TW023_NA_SG	TW016_NA_TW1	TW_SG	14005960	10190759	775	941	7.09136e-05
TW023_NA_SG	TW052_HE4_TW1	TW_SG	14005960	12173455	952	1325	8.69691e-05
TW023_NA_SG	TW051_NA_SG	SG	14005960	9668794	1583	2627	0.0001777949
TW023_NA_SG	TW011_LE1_TW1	TW_SG	14005960	4919761	647	1114	9.30393e-05
TW023_NA_SG	TW006_NA_SG	SG	14005960	44135255	6740	9340	0.0002764915
TW023_NA_SG	TW063_NA_SG	SG	14005960	6783887	1019	1283	0.0001107148
TW023_NA_SG	TW048_NA_TW1	TW_SG	14005960	4935903	448	512	5.06788e-05
TW023_NA_SG	TW003_NA_SG	SG	14005960	7329539	1029	1385	0.0001131319
TW023_NA_SG	TW072_NA_TW1	TW_SG	14005960	5628754	371	485	4.35943e-05
TW023_NA_SG	TW040_LE2_TW1	TW_SG	14005960	11420717	995	1358	9.2532e-05
TW023_NA_SG	TW034_NA_SG	SG	14005960	8946256	2954	2034	0.0002172738
TW023_NA_SG	TW046_NA_SG	SG	14005960	17146070	1375	2146	0.0001130135
TW023_NA_SG	TW013_NA_SG	SG	14005960	13906382	1020	1930	0.0001056768
TW023_NA_SG	TW044_NA_TW1	TW_SG	14005960	9026463	1622	2426	0.0001757213
TW023_NA_SG	TW068_NA_SG	SG	14005960	37914848	9256	8233	0.0003367264
TW023_NA_SG	TW001_NA_TW1	TW_SG	14005960	28457319	3464	4511	0.000187774
TW023_NA_SG	TW015_HE4_TW1	TW_SG	14005960	9784335	894	973	7.84712e-05
TW023_NA_SG	TW050_NA_SG	SG	14005960	17162729	1433	2060	0.000112055
TW023_NA_SG	TW054_LE3_TW1	TW_SG	14005960	12029117	1183	1357	9.75511e-05
TW023_NA_SG	TW069_NA_SG	SG	14005960	8649838	2065	2714	0.0002108948
TW036_HE5_TW1	TW021_NA_SG	TW_SG	6448197	7682907	714	796	0.000106845
TW036_HE5_TW1	TW031_HE6_TW1	TW	6448197	7870204	252	766	7.10922e-05
TW036_HE5_TW1	TW042_NA_SG	TW_SG	6448197	6685121	616	686	9.91273e-05
TW036_HE5_TW1	TW041_HE4_TW1	TW	6448197	12027986	199	226	2.3002e-05
TW036_HE5_TW1	TW032_NA_SG	TW_SG	6448197	8168903	774	950	0.0001179301
TW036_HE5_TW1	TW024_HE4_TW1	TW	6448197	4999574	87	110	1.72082e-05
TW036_HE5_TW1	TW059_NA_SG	TW_SG	6448197	9285893	384	343	4.62032e-05
TW036_HE5_TW1	TW053_HE5_TW1	HE	6448197	8630134	41754	40192	0.0054053102
TW036_HE5_TW1	TW045_NA_SG	TW_SG	6448197	7133260	376	374	5.52193e-05
TW036_HE5_TW1	TW058_LE3_TW1	TW	6448197	5963756	169	1172	0.0001080293
TW036_HE5_TW1	TW029_NA_SG	TW_SG	6448197	7697331	9193	356	0.0006745989
TW036_HE5_TW1	TW061_NA_SG	TW_SG	6448197	8590347	456	366	5.46565e-05
TW036_HE5_TW1	TW016_NA_TW1	TW	6448197	10190759	150	230	2.28374e-05
TW036_HE5_TW1	TW052_HE4_TW1	TW	6448197	12173455	199	224	2.27149e-05
TW036_HE5_TW1	TW051_NA_SG	TW_SG	6448197	9668794	449	470	5.70173e-05
TW036_HE5_TW1	TW011_LE1_TW1	TW	6448197	4919761	74	146	1.93522e-05
TW036_HE5_TW1	TW006_NA_SG	TW_SG	6448197	44135255	2372	2481	9.59312e-05
TW036_HE5_TW1	TW063_NA_SG	TW_SG	6448197	6783887	506	381	6.70295e-05
TW036_HE5_TW1	TW048_NA_TW1	TW	6448197	4935903	81	90	1.50207e-05
TW036_HE5_TW1	TW003_NA_SG	TW_SG	6448197	7329539	509	391	6.53185e-05
TW036_HE5_TW1	TW072_NA_TW1	TW	6448197	5628754	170	157	2.70756e-05
TW036_HE5_TW1	TW040_LE2_TW1	TW	6448197	11420717	368	331	3.91166e-05
TW036_HE5_TW1	TW034_NA_SG	TW_SG	6448197	8946256	902	1201	0.0001365889
TW036_HE5_TW1	TW046_NA_SG	TW_SG	6448197	17146070	391	642	4.37799e-05
TW036_HE5_TW1	TW013_NA_SG	TW_SG	6448197	13906382	368	619	4.84879e-05
TW036_HE5_TW1	TW044_NA_TW1	TW	6448197	9026463	249	864	7.19188e-05
TW036_HE5_TW1	TW068_NA_SG	TW_SG	6448197	37914848	3505	2172	0.0001279504
TW036_HE5_TW1	TW001_NA_TW1	TW	6448197	28457319	1145	602	5.00468e-05
TW036_HE5_TW1	TW015_HE4_TW1	TW	6448197	9784335	305	249	3.41278e-05
TW036_HE5_TW1	TW050_NA_SG	TW_SG	6448197	17162729	278	342	2.62583e-05
TW036_HE5_TW1	TW054_LE3_TW1	TW	6448197	12029117	328	281	3.29582e-05
TW036_HE5_TW1	TW069_NA_SG	TW_SG	6448197	8649838	851	612	9.68906e-05
TW021_NA_SG	TW031_HE6_TW1	TW_SG	7682907	7870204	938	741	0.000107941
TW021_NA_SG	TW042_NA_SG	SG	7682907	6685121	2152	2077	0.0002942474
TW021_NA_SG	TW041_HE4_TW1	TW_SG	7682907	12027986	1322	1194	0.0001276288
TW021_NA_SG	TW032_NA_SG	SG	7682907	8168903	2037	1664	0.0002334204
TW021_NA_SG	TW024_HE4_TW1	TW_SG	7682907	4999574	744	642	0.0001092726
TW021_NA_SG	TW059_NA_SG	SG	7682907	9285893	1601	1770	0.0001986192
TW021_NA_SG	TW053_HE5_TW1	TW_SG	7682907	8630134	1776	1544	0.0002034767
TW021_NA_SG	TW045_NA_SG	SG	7682907	7133260	2646	2161	0.0003243376
TW021_NA_SG	TW058_LE3_TW1	TW_SG	7682907	5963756	876	1324	0.0001611855
TW021_NA_SG	TW029_NA_SG	SG	7682907	7697331	1899	1638	0.0002299175
TW021_NA_SG	TW061_NA_SG	SG	7682907	8590347	1766	1455	0.0001978929
TW021_NA_SG	TW016_NA_TW1	TW_SG	7682907	10190759	1164	1589	0.0001540017
TW021_NA_SG	TW052_HE4_TW1	TW_SG	7682907	12173455	1648	1679	0.0001675252
TW021_NA_SG	TW051_NA_SG	SG	7682907	9668794	1966	2976	0.0002847324
TW021_NA_SG	TW011_LE1_TW1	TW_SG	7682907	4919761	744	629	0.0001089333
TW021_NA_SG	TW006_NA_SG	SG	7682907	44135255	9979	9000	0.0003661274
TW021_NA_SG	TW063_NA_SG	SG	7682907	6783887	1121	1036	0.0001490778
TW021_NA_SG	TW048_NA_TW1	TW_SG	7682907	4935903	1146	792	0.0001535566
TW021_NA_SG	TW003_NA_SG	SG	7682907	7329539	1558	1327	0.0001921369
TW021_NA_SG	TW072_NA_TW1	TW_SG	7682907	5628754	799	717	0.0001138721
TW021_NA_SG	TW040_LE2_TW1	TW_SG	7682907	11420717	2113	1864	0.000208137
TW021_NA_SG	TW034_NA_SG	SG	7682907	8946256	2195	1640	0.0002305657
TW021_NA_SG	TW046_NA_SG	SG	7682907	17146070	3033	5479	0.0003427077
TW021_NA_SG	TW013_NA_SG	SG	7682907	13906382	1773	2141	0.0001812607
TW021_NA_SG	TW044_NA_TW1	TW_SG	7682907	9026463	1345	2189	0.0002114533
TW021_NA_SG	TW068_NA_SG	SG	7682907	37914848	10319	8411	0.0004105971
TW021_NA_SG	TW001_NA_TW1	TW_SG	7682907	28457319	4143	3662	0.0002159177
TW021_NA_SG	TW015_HE4_TW1	TW_SG	7682907	9784335	1041	1182	0.0001272506
TW021_NA_SG	TW050_NA_SG	SG	7682907	17162729	2220	2970	0.0002088461
TW021_NA_SG	TW054_LE3_TW1	TW_SG	7682907	12029117	1821	1300	0.0001583046
TW021_NA_SG	TW069_NA_SG	SG	7682907	8649838	3017	2458	0.0003351038
TW031_HE6_TW1	TW042_NA_SG	TW_SG	7870204	6685121	782	714	0.0001027696
TW031_HE6_TW1	TW041_HE4_TW1	TW	7870204	12027986	244	283	2.64841e-05
TW031_HE6_TW1	TW032_NA_SG	TW_SG	7870204	8168903	508	394	5.62343e-05
TW031_HE6_TW1	TW024_HE4_TW1	TW	7870204	4999574	157	172	2.55631e-05
TW031_HE6_TW1	TW059_NA_SG	TW_SG	7870204	9285893	477	574	6.12572e-05
TW031_HE6_TW1	TW053_HE5_TW1	TW	7870204	8630134	174	236	2.48473e-05
TW031_HE6_TW1	TW045_NA_SG	TW_SG	7870204	7133260	436	603	6.92458e-05
TW031_HE6_TW1	TW058_LE3_TW1	TW	7870204	5963756	261	487	5.40669e-05
TW031_HE6_TW1	TW029_NA_SG	TW_SG	7870204	7697331	944	543	9.55101e-05
TW031_HE6_TW1	TW061_NA_SG	TW_SG	7870204	8590347	621	407	6.24484e-05
TW031_HE6_TW1	TW016_NA_TW1	TW	7870204	10190759	148	244	2.17037e-05
TW031_HE6_TW1	TW052_HE4_TW1	TW	7870204	12173455	214	214	2.13529e-05
TW031_HE6_TW1	TW051_NA_SG	TW_SG	7870204	9668794	476	650	6.41956e-05
TW031_HE6_TW1	TW011_LE1_TW1	TW	7870204	4919761	278	1081	0.0001062438
TW031_HE6_TW1	TW006_NA_SG	TW_SG	7870204	44135255	2672	2433	9.81531e-05
TW031_HE6_TW1	TW063_NA_SG	TW_SG	7870204	6783887	614	750	9.30711e-05
TW031_HE6_TW1	TW048_NA_TW1	TW	7870204	4935903	64	82	1.14006e-05
TW031_HE6_TW1	TW003_NA_SG	TW_SG	7870204	7329539	539	633	7.71006e-05
TW031_HE6_TW1	TW072_NA_TW1	TW	7870204	5628754	212	147	2.65939e-05
TW031_HE6_TW1	TW040_LE2_TW1	TW	7870204	11420717	311	282	3.07389e-05
TW031_HE6_TW1	TW034_NA_SG	TW_SG	7870204	8946256	1617	563	0.000129618
TW031_HE6_TW1	TW046_NA_SG	TW_SG	7870204	17146070	307	324	2.52229e-05
TW031_HE6_TW1	TW013_NA_SG	TW_SG	7870204	13906382	386	1311	7.79216e-05
TW031_HE6_TW1	TW044_NA_TW1	TW	7870204	9026463	289	479	4.54506e-05
TW031_HE6_TW1	TW068_NA_SG	TW_SG	7870204	37914848	4226	2767	0.0001527121
TW031_HE6_TW1	TW001_NA_TW1	TW	7870204	28457319	582	580	3.19857e-05
TW031_HE6_TW1	TW015_HE4_TW1	TW	7870204	9784335	429	235	3.76093e-05
