sample_1	sample_2	Type	sample_1_reads	sample_2_reads	sample_1_2_reads	sample_2_1_reads	rate
TW031_HE6_TW1	TW050_NA_SG	TW_SG	7870204	17162729	446	380	3.29954e-05
TW031_HE6_TW1	TW054_LE3_TW1	TW	7870204	12029117	515	4718	0.0002629046
TW031_HE6_TW1	TW069_NA_SG	TW_SG	7870204	8649838	846	861	0.0001033183
TW042_NA_SG	TW041_HE4_TW1	TW_SG	6685121	12027986	1440	3110	0.0002430859
TW042_NA_SG	TW032_NA_SG	SG	6685121	8168903	1205	1083	0.0001540086
TW042_NA_SG	TW024_HE4_TW1	TW_SG	6685121	4999574	544	499	8.9254e-05
TW042_NA_SG	TW059_NA_SG	SG	6685121	9285893	1236	1636	0.0001797934
TW042_NA_SG	TW053_HE5_TW1	TW_SG	6685121	8630134	1061	1314	0.00015505
TW042_NA_SG	TW045_NA_SG	SG	6685121	7133260	1411	2325	0.0002702914
TW042_NA_SG	TW058_LE3_TW1	TW_SG	6685121	5963756	732	836	0.0001239482
TW042_NA_SG	TW029_NA_SG	SG	6685121	7697331	1334	1681	0.0002095865
TW042_NA_SG	TW061_NA_SG	SG	6685121	8590347	1433	1382	0.0001842484
TW042_NA_SG	TW016_NA_TW1	TW_SG	6685121	10190759	14848	38801	0.0031689599
TW042_NA_SG	TW052_HE4_TW1	TW_SG	6685121	12173455	1742	1779	0.0001866706
TW042_NA_SG	TW051_NA_SG	SG	6685121	9668794	1465	2086	0.0002170874
TW042_NA_SG	TW011_LE1_TW1	TW_SG	6685121	4919761	514	658	0.0001009817
TW042_NA_SG	TW006_NA_SG	SG	6685121	44135255	7175	9667	0.0003312927
TW042_NA_SG	TW063_NA_SG	SG	6685121	6783887	1166	1230	0.0001778582
TW042_NA_SG	TW048_NA_TW1	TW_SG	6685121	4935903	685	864	0.0001332751
TW042_NA_SG	TW003_NA_SG	SG	6685121	7329539	964	1306	0.000161947
TW042_NA_SG	TW072_NA_TW1	TW_SG	6685121	5628754	760	677	0.000116684
TW042_NA_SG	TW040_LE2_TW1	TW_SG	6685121	11420717	1226	1668	0.0001598124
TW042_NA_SG	TW034_NA_SG	SG	6685121	8946256	2385	1942	0.0002767384
TW042_NA_SG	TW046_NA_SG	SG	6685121	17146070	2417	3201	0.0002356859
TW042_NA_SG	TW013_NA_SG	SG	6685121	13906382	2854	3645	0.000315516
TW042_NA_SG	TW044_NA_TW1	TW_SG	6685121	9026463	1701	1891	0.0002285688
TW042_NA_SG	TW068_NA_SG	SG	6685121	37914848	15898	9300	0.0005646589
TW042_NA_SG	TW001_NA_TW1	TW_SG	6685121	28457319	3321	4584	0.0002248911
TW042_NA_SG	TW015_HE4_TW1	TW_SG	6685121	9784335	3491	1481	0.000301801
TW042_NA_SG	TW050_NA_SG	SG	6685121	17162729	1920	2695	0.000193481
TW042_NA_SG	TW054_LE3_TW1	TW_SG	6685121	12029117	1150	1506	0.0001419038
TW042_NA_SG	TW069_NA_SG	SG	6685121	8649838	1862	1905	0.0002455875
TW041_HE4_TW1	TW032_NA_SG	TW_SG	12027986	8168903	768	583	6.6887e-05
TW041_HE4_TW1	TW024_HE4_TW1	HE	12027986	4999574	32327	34181	0.0038907064
TW041_HE4_TW1	TW059_NA_SG	TW_SG	12027986	9285893	622	599	5.72833e-05
TW041_HE4_TW1	TW053_HE5_TW1	TW	12027986	8630134	248	319	2.7446e-05
TW041_HE4_TW1	TW045_NA_SG	TW_SG	12027986	7133260	1444	962	0.0001255501
TW041_HE4_TW1	TW058_LE3_TW1	TW	12027986	5963756	201	690	4.95202e-05
TW041_HE4_TW1	TW029_NA_SG	TW_SG	12027986	7697331	694	774	7.44165e-05
TW041_HE4_TW1	TW061_NA_SG	TW_SG	12027986	8590347	2059	1346	0.000165117
TW041_HE4_TW1	TW016_NA_TW1	TW	12027986	10190759	15582	1806	0.0007819704
TW041_HE4_TW1	TW052_HE4_TW1	HE	12027986	12173455	102169	108373	0.0086245349
TW041_HE4_TW1	TW051_NA_SG	TW_SG	12027986	9668794	764	1047	8.34616e-05
TW041_HE4_TW1	TW011_LE1_TW1	TW	12027986	4919761	139	1050	7.01518e-05
TW041_HE4_TW1	TW006_NA_SG	TW_SG	12027986	44135255	4963	4868	0.0001750126
TW041_HE4_TW1	TW063_NA_SG	TW_SG	12027986	6783887	905	599	7.99431e-05
TW041_HE4_TW1	TW048_NA_TW1	TW	12027986	4935903	229	257	2.86482e-05
TW041_HE4_TW1	TW003_NA_SG	TW_SG	12027986	7329539	980	647	8.40429e-05
TW041_HE4_TW1	TW072_NA_TW1	TW	12027986	5628754	355	1280	9.25906e-05
TW041_HE4_TW1	TW040_LE2_TW1	TW	12027986	11420717	1125	37151	0.0016296689
TW041_HE4_TW1	TW034_NA_SG	TW_SG	12027986	8946256	1557	1396	0.0001407719
TW041_HE4_TW1	TW046_NA_SG	TW_SG	12027986	17146070	500	553	3.60924e-05
TW041_HE4_TW1	TW013_NA_SG	TW_SG	12027986	13906382	21600	2382	0.0009238645
TW041_HE4_TW1	TW044_NA_TW1	TW	12027986	9026463	272	413	3.25336e-05
TW041_HE4_TW1	TW068_NA_SG	TW_SG	12027986	37914848	5846	5568	0.000228489
TW041_HE4_TW1	TW001_NA_TW1	TW	12027986	28457319	1086	1011	5.17938e-05
TW041_HE4_TW1	TW015_HE4_TW1	HE	12027986	9784335	62478	75924	0.0063051226
TW041_HE4_TW1	TW050_NA_SG	TW_SG	12027986	17162729	961	11506	0.0004269055
TW041_HE4_TW1	TW054_LE3_TW1	TW	12027986	12029117	395	420	3.38765e-05
TW041_HE4_TW1	TW069_NA_SG	TW_SG	12027986	8649838	1817	20640	0.0010848645
TW032_NA_SG	TW024_HE4_TW1	TW_SG	8168903	4999574	355	419	5.87732e-05
TW032_NA_SG	TW059_NA_SG	SG	8168903	9285893	808	862	9.56665e-05
TW032_NA_SG	TW053_HE5_TW1	TW_SG	8168903	8630134	930	691	9.64843e-05
TW032_NA_SG	TW045_NA_SG	SG	8168903	7133260	885	923	0.0001181392
TW032_NA_SG	TW058_LE3_TW1	TW_SG	8168903	5963756	429	586	7.18143e-05
TW032_NA_SG	TW029_NA_SG	SG	8168903	7697331	1053	1223	0.0001434287
TW032_NA_SG	TW061_NA_SG	SG	8168903	8590347	1227	1058	0.000136324
TW032_NA_SG	TW016_NA_TW1	TW_SG	8168903	10190759	518	1657	0.0001184522
TW032_NA_SG	TW052_HE4_TW1	TW_SG	8168903	12173455	679	730	6.92595e-05
TW032_NA_SG	TW051_NA_SG	SG	8168903	9668794	1123	1496	0.0001468023
TW032_NA_SG	TW011_LE1_TW1	TW_SG	8168903	4919761	218	1263	0.0001131385
TW032_NA_SG	TW006_NA_SG	SG	8168903	44135255	10072	6104	0.0003091723
TW032_NA_SG	TW063_NA_SG	SG	8168903	6783887	794	777	0.0001050529
TW032_NA_SG	TW048_NA_TW1	TW_SG	8168903	4935903	283	445	5.5549e-05
TW032_NA_SG	TW003_NA_SG	SG	8168903	7329539	721	786	9.72261e-05
TW032_NA_SG	TW072_NA_TW1	TW_SG	8168903	5628754	435	1782	0.0001606536
TW032_NA_SG	TW040_LE2_TW1	TW_SG	8168903	11420717	603	996	8.16181e-05
TW032_NA_SG	TW034_NA_SG	SG	8168903	8946256	2129	1692	0.0002232025
TW032_NA_SG	TW046_NA_SG	SG	8168903	17146070	2721	1931	0.0001837309
TW032_NA_SG	TW013_NA_SG	SG	8168903	13906382	705	906	7.29722e-05
TW032_NA_SG	TW044_NA_TW1	TW_SG	8168903	9026463	534	915	8.42597e-05
TW032_NA_SG	TW068_NA_SG	SG	8168903	37914848	6802	4863	0.000253062
TW032_NA_SG	TW001_NA_TW1	TW_SG	8168903	28457319	1515	1581	8.45224e-05
TW032_NA_SG	TW015_HE4_TW1	TW_SG	8168903	9784335	568	514	6.0264e-05
TW032_NA_SG	TW050_NA_SG	SG	8168903	17162729	998	1116	8.3446e-05
TW032_NA_SG	TW054_LE3_TW1	TW_SG	8168903	12029117	669	803	7.28731e-05
TW032_NA_SG	TW069_NA_SG	SG	8168903	8649838	2769	2361	0.0003049238
TW024_HE4_TW1	TW059_NA_SG	TW_SG	4999574	9285893	436	418	5.97774e-05
TW024_HE4_TW1	TW053_HE5_TW1	TW	4999574	8630134	4457	974	0.0003983091
TW024_HE4_TW1	TW045_NA_SG	TW_SG	4999574	7133260	403	314	5.90923e-05
TW024_HE4_TW1	TW058_LE3_TW1	TW	4999574	5963756	116	89	1.86983e-05
TW024_HE4_TW1	TW029_NA_SG	TW_SG	4999574	7697331	277	366	5.06396e-05
TW024_HE4_TW1	TW061_NA_SG	TW_SG	4999574	8590347	400	284	5.03288e-05
TW024_HE4_TW1	TW016_NA_TW1	TW	4999574	10190759	160	105	1.7445e-05
TW024_HE4_TW1	TW052_HE4_TW1	HE	4999574	12173455	30345	31559	0.0035917749
TW024_HE4_TW1	TW051_NA_SG	TW_SG	4999574	9668794	291	442	4.99689e-05
TW024_HE4_TW1	TW011_LE1_TW1	TW	4999574	4919761	65	136	2.0263e-05
TW024_HE4_TW1	TW006_NA_SG	TW_SG	4999574	44135255	1386	1510	5.89363e-05
TW024_HE4_TW1	TW063_NA_SG	TW_SG	4999574	6783887	270	263	4.52308e-05
TW024_HE4_TW1	TW048_NA_TW1	TW	4999574	4935903	95	1689	0.0001795263
TW024_HE4_TW1	TW003_NA_SG	TW_SG	4999574	7329539	267	253	4.21748e-05
TW024_HE4_TW1	TW072_NA_TW1	TW	4999574	5628754	116	78	1.82527e-05
TW024_HE4_TW1	TW040_LE2_TW1	TW	4999574	11420717	137	266	2.45422e-05
TW024_HE4_TW1	TW034_NA_SG	TW_SG	4999574	8946256	1079	2048	0.0002241744
TW024_HE4_TW1	TW046_NA_SG	TW_SG	4999574	17146070	364	552	4.13608e-05
TW024_HE4_TW1	TW013_NA_SG	TW_SG	4999574	13906382	232	171	2.13155e-05
TW024_HE4_TW1	TW044_NA_TW1	TW	4999574	9026463	162	1003	8.30529e-05
TW024_HE4_TW1	TW068_NA_SG	TW_SG	4999574	37914848	2910	1707	0.0001075746
TW024_HE4_TW1	TW001_NA_TW1	TW	4999574	28457319	451	886	3.99602e-05
TW024_HE4_TW1	TW015_HE4_TW1	HE	4999574	9784335	20310	23703	0.0029682513
TW024_HE4_TW1	TW050_NA_SG	TW_SG	4999574	17162729	298	300	2.6982e-05
TW024_HE4_TW1	TW054_LE3_TW1	TW	4999574	12029117	251	336	3.447e-05
TW024_HE4_TW1	TW069_NA_SG	TW_SG	4999574	8649838	1077	1554	0.0001927184
TW059_NA_SG	TW053_HE5_TW1	TW_SG	9285893	8630134	1830	1382	0.0001792486
TW059_NA_SG	TW045_NA_SG	SG	9285893	7133260	1070	860	0.0001175318
TW059_NA_SG	TW058_LE3_TW1	TW_SG	9285893	5963756	402	394	5.21951e-05
TW059_NA_SG	TW029_NA_SG	SG	9285893	7697331	813	847	9.77339e-05
TW059_NA_SG	TW061_NA_SG	SG	9285893	8590347	1166	901	0.0001156149
TW059_NA_SG	TW016_NA_TW1	TW_SG	9285893	10190759	494	493	5.06734e-05
TW059_NA_SG	TW052_HE4_TW1	TW_SG	9285893	12173455	580	763	6.25795e-05
TW059_NA_SG	TW051_NA_SG	SG	9285893	9668794	1226	1436	0.0001404204
TW059_NA_SG	TW011_LE1_TW1	TW_SG	9285893	4919761	241	489	5.13853e-05
TW059_NA_SG	TW006_NA_SG	SG	9285893	44135255	5499	4716	0.0001911798
TW059_NA_SG	TW063_NA_SG	SG	9285893	6783887	1064	724	0.0001112523
TW059_NA_SG	TW048_NA_TW1	TW_SG	9285893	4935903	263	248	3.59294e-05
TW059_NA_SG	TW003_NA_SG	SG	9285893	7329539	733	804	9.24958e-05
TW059_NA_SG	TW072_NA_TW1	TW_SG	9285893	5628754	232	249	3.22491e-05
TW059_NA_SG	TW040_LE2_TW1	TW_SG	9285893	11420717	648	671	6.36954e-05
TW059_NA_SG	TW034_NA_SG	SG	9285893	8946256	2968	1569	0.0002487842
TW059_NA_SG	TW046_NA_SG	SG	9285893	17146070	1238	1450	0.0001016847
TW059_NA_SG	TW013_NA_SG	SG	9285893	13906382	750	1046	7.74335e-05
TW059_NA_SG	TW044_NA_TW1	TW_SG	9285893	9026463	725	1311	0.0001111694
TW059_NA_SG	TW068_NA_SG	SG	9285893	37914848	7169	4817	0.0002538722
TW059_NA_SG	TW001_NA_TW1	TW_SG	9285893	28457319	2196	1523	9.85245e-05
TW059_NA_SG	TW015_HE4_TW1	TW_SG	9285893	9784335	663	578	6.5071e-05
TW059_NA_SG	TW050_NA_SG	SG	9285893	17162729	2085	3179	0.0001989877
TW059_NA_SG	TW054_LE3_TW1	TW_SG	9285893	12029117	664	736	6.56771e-05
TW059_NA_SG	TW069_NA_SG	SG	9285893	8649838	2018	1420	0.0001916476
TW053_HE5_TW1	TW045_NA_SG	TW_SG	8630134	7133260	1037	901	0.0001229279
TW053_HE5_TW1	TW058_LE3_TW1	TW	8630134	5963756	169	153	2.20635e-05
TW053_HE5_TW1	TW029_NA_SG	TW_SG	8630134	7697331	766	542	8.01039e-05
TW053_HE5_TW1	TW061_NA_SG	TW_SG	8630134	8590347	820	515	7.75179e-05
TW053_HE5_TW1	TW016_NA_TW1	TW	8630134	10190759	320	217	2.85313e-05
TW053_HE5_TW1	TW052_HE4_TW1	TW	8630134	12173455	379	317	3.34546e-05
TW053_HE5_TW1	TW051_NA_SG	TW_SG	8630134	9668794	834	688	8.31673e-05
TW053_HE5_TW1	TW011_LE1_TW1	TW	8630134	4919761	110	116	1.66788e-05
TW053_HE5_TW1	TW006_NA_SG	TW_SG	8630134	44135255	4387	3200	0.0001437667
TW053_HE5_TW1	TW063_NA_SG	TW_SG	8630134	6783887	961	406	8.86776e-05
TW053_HE5_TW1	TW048_NA_TW1	TW	8630134	4935903	142	107	1.83543e-05
TW053_HE5_TW1	TW003_NA_SG	TW_SG	8630134	7329539	519	483	6.27792e-05
TW053_HE5_TW1	TW072_NA_TW1	TW	8630134	5628754	194	121	2.20909e-05
TW053_HE5_TW1	TW040_LE2_TW1	TW	8630134	11420717	280	250	2.6432e-05
TW053_HE5_TW1	TW034_NA_SG	TW_SG	8630134	8946256	2735	1185	0.0002229767
TW053_HE5_TW1	TW046_NA_SG	TW_SG	8630134	17146070	692	891	6.14094e-05
TW053_HE5_TW1	TW013_NA_SG	TW_SG	8630134	13906382	353	295	2.87525e-05
TW053_HE5_TW1	TW044_NA_TW1	TW	8630134	9026463	279	1984	0.0001281509
TW053_HE5_TW1	TW068_NA_SG	TW_SG	8630134	37914848	5958	3337	0.0001996594
TW053_HE5_TW1	TW001_NA_TW1	TW	8630134	28457319	934	705	4.41908e-05
TW053_HE5_TW1	TW015_HE4_TW1	TW	8630134	9784335	278	2945	0.0001749947
TW053_HE5_TW1	TW050_NA_SG	TW_SG	8630134	17162729	1216	3580	0.0001859083
TW053_HE5_TW1	TW054_LE3_TW1	TW	8630134	12029117	493	455	4.58853e-05
TW053_HE5_TW1	TW069_NA_SG	TW_SG	8630134	8649838	1637	1442	0.0001781514
TW045_NA_SG	TW058_LE3_TW1	TW_SG	7133260	5963756	362	401	5.82541e-05
TW045_NA_SG	TW029_NA_SG	SG	7133260	7697331	1278	1064	0.0001578919
TW045_NA_SG	TW061_NA_SG	SG	7133260	8590347	957	794	0.0001113488
TW045_NA_SG	TW016_NA_TW1	TW_SG	7133260	10190759	11175	1365	0.0007233269
TW045_NA_SG	TW052_HE4_TW1	TW_SG	7133260	12173455	846	1171	0.0001044605
TW045_NA_SG	TW051_NA_SG	SG	7133260	9668794	1030	1409	0.0001451397
TW045_NA_SG	TW011_LE1_TW1	TW_SG	7133260	4919761	278	381	5.46721e-05
TW045_NA_SG	TW006_NA_SG	SG	7133260	44135255	5912	5583	0.0002241614
TW045_NA_SG	TW063_NA_SG	SG	7133260	6783887	738	690	0.0001025967
TW045_NA_SG	TW048_NA_TW1	TW_SG	7133260	4935903	663	468	9.37011e-05
TW045_NA_SG	TW003_NA_SG	SG	7133260	7329539	927	1833	0.000190798
TW045_NA_SG	TW072_NA_TW1	TW_SG	7133260	5628754	309	348	5.14782e-05
TW045_NA_SG	TW040_LE2_TW1	TW_SG	7133260	11420717	934	887	9.81364e-05
TW045_NA_SG	TW034_NA_SG	SG	7133260	8946256	1494	1125	0.0001628515
TW045_NA_SG	TW046_NA_SG	SG	7133260	17146070	1434	3020	0.0001834145
TW045_NA_SG	TW013_NA_SG	SG	7133260	13906382	2197	1880	0.0001937395
TW045_NA_SG	TW044_NA_TW1	TW_SG	7133260	9026463	726	1271	0.0001235635
TW045_NA_SG	TW068_NA_SG	SG	7133260	37914848	7979	5635	0.0003021189
TW045_NA_SG	TW001_NA_TW1	TW_SG	7133260	28457319	1993	2002	0.0001122362
TW045_NA_SG	TW015_HE4_TW1	TW_SG	7133260	9784335	1003	765	0.0001044956
TW045_NA_SG	TW050_NA_SG	SG	7133260	17162729	1111	1455	0.0001056029
TW045_NA_SG	TW054_LE3_TW1	TW_SG	7133260	12029117	811	800	8.40639e-05
TW045_NA_SG	TW069_NA_SG	SG	7133260	8649838	1732	1512	0.000205494
TW058_LE3_TW1	TW029_NA_SG	TW_SG	5963756	7697331	361	366	5.3214e-05
TW058_LE3_TW1	TW061_NA_SG	TW_SG	5963756	8590347	421	279	4.8094e-05
TW058_LE3_TW1	TW016_NA_TW1	TW	5963756	10190759	271	250	3.225e-05
TW058_LE3_TW1	TW052_HE4_TW1	TW	5963756	12173455	239	255	2.7236e-05
TW058_LE3_TW1	TW051_NA_SG	TW_SG	5963756	9668794	846	602	9.26186e-05
TW058_LE3_TW1	TW011_LE1_TW1	TW	5963756	4919761	83	98	1.66303e-05
TW058_LE3_TW1	TW006_NA_SG	TW_SG	5963756	44135255	1721	1897	7.22117e-05
TW058_LE3_TW1	TW063_NA_SG	TW_SG	5963756	6783887	316	361	5.3105e-05
TW058_LE3_TW1	TW048_NA_TW1	TW	5963756	4935903	182	132	2.88074e-05
TW058_LE3_TW1	TW003_NA_SG	TW_SG	5963756	7329539	364	338	5.28057e-05
TW058_LE3_TW1	TW072_NA_TW1	TW	5963756	5628754	128	103	1.99262e-05
TW058_LE3_TW1	TW040_LE2_TW1	TW	5963756	11420717	938	2764	0.0002129033
TW058_LE3_TW1	TW034_NA_SG	TW_SG	5963756	8946256	1122	475	0.0001070977
TW058_LE3_TW1	TW046_NA_SG	TW_SG	5963756	17146070	332	321	2.82555e-05
TW058_LE3_TW1	TW013_NA_SG	TW_SG	5963756	13906382	1263	570	9.22404e-05
TW058_LE3_TW1	TW044_NA_TW1	TW	5963756	9026463	828	877	0.0001137278
TW058_LE3_TW1	TW068_NA_SG	TW_SG	5963756	37914848	4777	2631	0.0001688009
TW058_LE3_TW1	TW001_NA_TW1	TW	5963756	28457319	726	584	3.80566e-05
TW058_LE3_TW1	TW015_HE4_TW1	TW	5963756	9784335	233	154	2.45738e-05
TW058_LE3_TW1	TW050_NA_SG	TW_SG	5963756	17162729	268	258	2.27439e-05
TW058_LE3_TW1	TW054_LE3_TW1	LE	5963756	12029117	105296	98545	0.0112020774
TW058_LE3_TW1	TW069_NA_SG	TW_SG	5963756	8649838	1105	700	0.0001234998
TW029_NA_SG	TW061_NA_SG	SG	7697331	8590347	1665	1263	0.0001797354
TW029_NA_SG	TW016_NA_TW1	TW_SG	7697331	10190759	732	966	9.49144e-05
TW029_NA_SG	TW052_HE4_TW1	TW_SG	7697331	12173455	844	996	9.25896e-05
TW029_NA_SG	TW051_NA_SG	SG	7697331	9668794	1148	1461	0.0001502124
TW029_NA_SG	TW011_LE1_TW1	TW_SG	7697331	4919761	273	282	4.3986e-05
TW029_NA_SG	TW006_NA_SG	SG	7697331	44135255	5814	5580	0.0002197747
TW029_NA_SG	TW063_NA_SG	SG	7697331	6783887	754	742	0.0001032955
TW029_NA_SG	TW048_NA_TW1	TW_SG	7697331	4935903	403	754	9.15754e-05
TW029_NA_SG	TW003_NA_SG	SG	7697331	7329539	802	754	0.0001035371
TW029_NA_SG	TW072_NA_TW1	TW_SG	7697331	5628754	271	290	4.20961e-05
TW029_NA_SG	TW040_LE2_TW1	TW_SG	7697331	11420717	671	794	7.66232e-05
TW029_NA_SG	TW034_NA_SG	SG	7697331	8946256	2116	1442	0.0002137303
TW029_NA_SG	TW046_NA_SG	SG	7697331	17146070	1273	1599	0.0001155907
TW029_NA_SG	TW013_NA_SG	SG	7697331	13906382	894	1139	9.40953e-05
TW029_NA_SG	TW044_NA_TW1	TW_SG	7697331	9026463	544	748	7.72492e-05
TW029_NA_SG	TW068_NA_SG	SG	7697331	37914848	10829	8626	0.0004263489
TW029_NA_SG	TW001_NA_TW1	TW_SG	7697331	28457319	1710	1694	9.41422e-05
TW029_NA_SG	TW015_HE4_TW1	TW_SG	7697331	9784335	776	700	8.44241e-05
TW029_NA_SG	TW050_NA_SG	SG	7697331	17162729	1182	1283	9.91451e-05
TW029_NA_SG	TW054_LE3_TW1	TW_SG	7697331	12029117	727	679	7.12697e-05
TW029_NA_SG	TW069_NA_SG	SG	7697331	8649838	3354	2480	0.000356754
TW061_NA_SG	TW016_NA_TW1	TW_SG	8590347	10190759	514	732	6.63388e-05
TW061_NA_SG	TW052_HE4_TW1	TW_SG	8590347	12173455	1246	1689	0.0001413317
TW061_NA_SG	TW051_NA_SG	SG	8590347	9668794	972	2011	0.0001633435
TW061_NA_SG	TW011_LE1_TW1	TW_SG	8590347	4919761	288	732	7.54933e-05
TW061_NA_SG	TW006_NA_SG	SG	8590347	44135255	5488	7191	0.0002404136
TW061_NA_SG	TW063_NA_SG	SG	8590347	6783887	1075	1481	0.0001662245
TW061_NA_SG	TW048_NA_TW1	TW_SG	8590347	4935903	369	577	6.99331e-05
TW061_NA_SG	TW003_NA_SG	SG	8590347	7329539	823	1064	0.0001185169
TW061_NA_SG	TW072_NA_TW1	TW_SG	8590347	5628754	383	404	5.5345e-05
TW061_NA_SG	TW040_LE2_TW1	TW_SG	8590347	11420717	633	960	7.95996e-05
TW061_NA_SG	TW034_NA_SG	SG	8590347	8946256	2506	2373	0.0002781406
TW061_NA_SG	TW046_NA_SG	SG	8590347	17146070	1012	1804	0.0001094049
TW061_NA_SG	TW013_NA_SG	SG	8590347	13906382	729	1221	8.66717e-05
TW061_NA_SG	TW044_NA_TW1	TW_SG	8590347	9026463	488	924	8.01442e-05
TW061_NA_SG	TW068_NA_SG	SG	8590347	37914848	6255	10333	0.0003565641
TW061_NA_SG	TW001_NA_TW1	TW_SG	8590347	28457319	1982	2111	0.000110467
TW061_NA_SG	TW015_HE4_TW1	TW_SG	8590347	9784335	553	651	6.55206e-05
TW061_NA_SG	TW050_NA_SG	SG	8590347	17162729	1605	5848	0.0002893185
TW061_NA_SG	TW054_LE3_TW1	TW_SG	8590347	12029117	721	899	7.85603e-05
TW061_NA_SG	TW069_NA_SG	SG	8590347	8649838	2060	2020	0.0002366004
TW016_NA_TW1	TW052_HE4_TW1	TW	10190759	12173455	1305	688	8.91076e-05
TW016_NA_TW1	TW051_NA_SG	TW_SG	10190759	9668794	647	2887	0.0001779179
TW016_NA_TW1	TW011_LE1_TW1	TW	10190759	4919761	97	171	1.77356e-05
TW016_NA_TW1	TW006_NA_SG	TW_SG	10190759	44135255	3789	2905	0.0001232038
TW016_NA_TW1	TW063_NA_SG	TW_SG	10190759	6783887	764	567	7.84049e-05
TW016_NA_TW1	TW048_NA_TW1	TW	10190759	4935903	188	446	4.19109e-05
TW016_NA_TW1	TW003_NA_SG	TW_SG	10190759	7329539	543	1138	9.59366e-05
TW016_NA_TW1	TW072_NA_TW1	TW	10190759	5628754	177	139	1.99749e-05
TW016_NA_TW1	TW040_LE2_TW1	TW	10190759	11420717	408	581	4.57606e-05
TW016_NA_TW1	TW034_NA_SG	TW_SG	10190759	8946256	1210	646	9.69754e-05
TW016_NA_TW1	TW046_NA_SG	TW_SG	10190759	17146070	1052	4236	0.0001934012
TW016_NA_TW1	TW013_NA_SG	TW_SG	10190759	13906382	2844	31487	0.0014226649
TW016_NA_TW1	TW044_NA_TW1	TW	10190759	9026463	283	460	3.86617e-05
TW016_NA_TW1	TW068_NA_SG	TW_SG	10190759	37914848	10411	4833	0.0003167857
TW016_NA_TW1	TW001_NA_TW1	TW	10190759	28457319	1041	812	4.79431e-05
TW016_NA_TW1	TW015_HE4_TW1	TW	10190759	9784335	388	413	4.00983e-05
TW016_NA_TW1	TW050_NA_SG	TW_SG	10190759	17162729	672	1081	6.40827e-05
TW016_NA_TW1	TW054_LE3_TW1	TW	10190759	12029117	279	326	2.72271e-05
TW016_NA_TW1	TW069_NA_SG	TW_SG	10190759	8649838	1600	1531	0.000166156
TW052_HE4_TW1	TW051_NA_SG	TW_SG	12173455	9668794	685	780	6.70673e-05
TW052_HE4_TW1	TW011_LE1_TW1	TW	12173455	4919761	320	520	4.91398e-05
TW052_HE4_TW1	TW006_NA_SG	TW_SG	12173455	44135255	4894	4062	0.0001590264
TW052_HE4_TW1	TW063_NA_SG	TW_SG	12173455	6783887	662	626	6.79373e-05
TW052_HE4_TW1	TW048_NA_TW1	TW	12173455	4935903	325	2038	0.0001380924
TW052_HE4_TW1	TW003_NA_SG	TW_SG	12173455	7329539	631	657	6.60367e-05
TW052_HE4_TW1	TW072_NA_TW1	TW	12173455	5628754	8058	1470	0.0005349281
TW052_HE4_TW1	TW040_LE2_TW1	TW	12173455	11420717	356	563	3.89487e-05
TW052_HE4_TW1	TW034_NA_SG	TW_SG	12173455	8946256	1758	931	0.0001273056
TW052_HE4_TW1	TW046_NA_SG	TW_SG	12173455	17146070	993	2940	0.0001341246
TW052_HE4_TW1	TW013_NA_SG	TW_SG	12173455	13906382	1098	3211	0.0001651961
TW052_HE4_TW1	TW044_NA_TW1	TW	12173455	9026463	369	513	4.16022e-05
TW052_HE4_TW1	TW068_NA_SG	TW_SG	12173455	37914848	11347	9282	0.000411683
TW052_HE4_TW1	TW001_NA_TW1	TW	12173455	28457319	1406	2350	9.24337e-05
TW052_HE4_TW1	TW015_HE4_TW1	HE	12173455	9784335	59560	67510	0.0057537154
TW052_HE4_TW1	TW050_NA_SG	TW_SG	12173455	17162729	592	731	4.50958e-05
TW052_HE4_TW1	TW054_LE3_TW1	TW	12173455	12029117	355	599	3.94157e-05
TW052_HE4_TW1	TW069_NA_SG	TW_SG	12173455	8649838	2373	2407	0.0002294979
TW051_NA_SG	TW011_LE1_TW1	TW_SG	9668794	4919761	347	331	4.64726e-05
TW051_NA_SG	TW006_NA_SG	SG	9668794	44135255	6006	4907	0.0002027874
TW051_NA_SG	TW063_NA_SG	SG	9668794	6783887	1224	790	0.0001223966
TW051_NA_SG	TW048_NA_TW1	TW_SG	9668794	4935903	307	250	3.81369e-05
TW051_NA_SG	TW003_NA_SG	SG	9668794	7329539	1042	883	0.0001132335
TW051_NA_SG	TW072_NA_TW1	TW_SG	9668794	5628754	376	268	4.20964e-05
TW051_NA_SG	TW040_LE2_TW1	TW_SG	9668794	11420717	835	631	6.95083e-05
TW051_NA_SG	TW034_NA_SG	SG	9668794	8946256	4462	2055	0.0003499705
TW051_NA_SG	TW046_NA_SG	SG	9668794	17146070	1343	1160	9.3335e-05
TW051_NA_SG	TW013_NA_SG	SG	9668794	13906382	2158	1435	0.0001523828
TW051_NA_SG	TW044_NA_TW1	TW_SG	9668794	9026463	740	2137	0.0001538656
TW051_NA_SG	TW068_NA_SG	SG	9668794	37914848	8469	5284	0.0002889443
TW051_NA_SG	TW001_NA_TW1	TW_SG	9668794	28457319	2194	1539	9.79023e-05
TW051_NA_SG	TW015_HE4_TW1	TW_SG	9668794	9784335	769	524	6.6463e-05
